secid,date,cp_flag,index_flag,days,cusip,ticker,sic,exchange_d,class,issue_type,industry_group,delta,impl_volatility,impl_strike,impl_premium,dispersion,_1_MO,_2_MO,_3_MO,_6_MO,_1_YR,_2_YR,_3_YR,_5_YR,_7_YR,_10_YR,_30_YR,close,binomial,lsmc_np,lsmc_cl,pso_np,pso_cl,time_mc_setup,time_binomial,time_lsmc_np,time_lsmc_cl,time_pso_np,time_pso_cl
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,30,0.193063,1315.078,13.06089,0.00656,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,13.565932517202901,13.365037567218971,13.364060294699616,13.408485412597656,13.408486366271973,0.0599212646484375,0.0003399848937988281,0.017077922821044922,0.02631092071533203,1.3634250164031982,0.5187900066375732
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,25,0.188377,1324.761,10.00413,0.006723,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,10.139812415947125,10.235634878330243,10.235544531874666,10.256921768188477,10.256932258605957,0.05122089385986328,0.00026702880859375,0.013461112976074219,0.0225830078125,1.3706939220428467,0.6107439994812012
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,80,0.247056,1204.397,81.37705,0.019148,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,82.27005741141251,81.7639082439563,81.80183450647118,82.4198226928711,82.41986846923828,0.06522393226623535,0.0006330013275146484,0.05617117881774902,0.04461383819580078,1.415235996246338,0.515347957611084
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,20,0.183883,1335.243,7.323134,0.007367,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,7.634135431334591,7.460358596248454,7.4717605468852115,7.498806476593018,7.498816967010498,0.0523378849029541,0.00025391578674316406,0.01075887680053711,0.019913911819458008,1.3274521827697754,0.5316498279571533
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,15,0.179674,1347.266,4.989407,0.010238,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,5.039959826795988,5.1600567487483255,5.1600567487483255,5.105776309967041,5.10578727722168,0.05329465866088867,0.00026607513427734375,0.010293006896972656,0.021165132522583008,1.3678090572357178,0.5238480567932129
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,60,0.220757,1257.623,41.67535,0.007736,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,42.56944099163849,42.47605860979103,42.4651916448505,42.504234313964844,42.50421142578125,0.05708193778991699,0.00025916099548339844,0.03255295753479004,0.036364078521728516,1.3499789237976074,0.5361568927764893
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,50,0.210929,1277.776,29.65659,0.00683,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,30.12324746665191,30.372430630244875,30.351782315434214,30.367311477661133,30.367338180541992,0.0524449348449707,0.0002548694610595703,0.027566194534301758,0.0294339656829834,1.415065050125122,0.5313010215759277
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,10,0.176736,1362.864,2.996272,0.016095,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,3.1392712538142846,3.125691060279515,3.1250618960786083,3.087947130203247,3.0879483222961426,0.04926276206970215,0.0002560615539550781,0.007627964019775391,0.017832040786743164,1.4432311058044434,0.5541718006134033
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-10,0.255419,1164.538,4.559855,0.02353,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,4.5169182519756985,4.578589927872712,4.5822000320373135,4.579419136047363,4.579414367675781,0.05478191375732422,0.00025916099548339844,0.009310007095336914,0.01844024658203125,1.428426742553711,0.5170390605926514
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-15,0.245242,1188.978,7.192843,0.016565,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,7.132522260285911,7.07668535602765,7.10340766663951,7.193049430847168,7.19305944442749,0.05559706687927246,0.0002529621124267578,0.009258031845092773,0.019125938415527344,1.4028511047363281,0.5314090251922607
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-20,0.237452,1207.464,10.01682,0.011538,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,9.833098219065127,9.913946657646527,9.913946657646527,9.988473892211914,9.988473892211914,0.04855704307556152,0.00026106834411621094,0.010516166687011719,0.021568775177001953,1.39634108543396,0.5307700634002686
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.215504,1258.323,23.29104,0.00755,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,23.221474714206867,22.997341315962345,22.98689139653999,23.128080368041992,23.128110885620117,0.05254507064819336,0.0002658367156982422,0.024431943893432617,0.02739405632019043,2.284304141998291,0.8998508453369141
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,90,0.279295,1154.103,126.1389,0.049352,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,127.22482553879553,126.70692158532562,126.69307751948249,127.29818725585938,127.29844665527344,0.059079885482788086,0.00028395652770996094,0.05879712104797363,0.045922040939331055,1.4402899742126465,0.5217142105102539
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-45,0.210611,1268.414,27.11769,0.00722,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,26.87690899042865,26.818975162499225,26.814838073558057,26.91826820373535,26.9183349609375,0.05226612091064453,0.0002601146697998047,0.028522968292236328,0.02811908721923828,2.009335994720459,0.7078568935394287
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.220499,1247.519,19.67825,0.007799,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,19.267948520489945,19.37252436224078,19.402534202669145,19.56943702697754,19.569421768188477,0.04930400848388672,0.00026297569274902344,0.019757986068725586,0.02499103546142578,1.3669769763946533,0.5238232612609863
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.206171,1277.989,31.2446,0.006771,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,30.8395025889976,30.826079938916052,30.810872047975003,30.969093322753906,30.96906852722168,0.05437612533569336,0.0002608299255371094,0.027117013931274414,0.03036022186279297,1.411855936050415,0.5378100872039795
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-30,0.225679,1235.746,16.26452,0.008426,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,16.169385342904896,16.12199396302037,16.126358579346622,16.19977569580078,16.199779510498047,0.056829214096069336,0.0002720355987548828,0.018971920013427734,0.02760004997253418,2.020594835281372,0.69185471534729
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.201736,1287.228,35.66199,0.006802,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,35.50970745229654,35.02458394508353,35.01526865473571,35.35842514038086,35.35843276977539,0.05236387252807617,0.00027298927307128906,0.039193153381347656,0.035826921463012695,1.3907749652862549,0.5378367900848389
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.197145,1296.256,40.39423,0.00667,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,40.03970316920968,39.697657488688854,39.6706242615455,40.033512115478516,40.03364944458008,0.05274820327758789,0.00025582313537597656,0.03266477584838867,0.03568720817565918,1.8592138290405273,0.7006399631500244
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.192902,1305.28,45.63463,0.006481,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,45.23386590652254,44.90738757628972,44.92122402820753,45.20066452026367,45.20054244995117,0.05691218376159668,0.0002589225769042969,0.03856635093688965,0.03760886192321777,1.4204521179199219,0.5206601619720459
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.188469,1314.417,51.39543,0.006963,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,51.1498202124123,50.56329739713529,50.55888798182543,50.86787033081055,50.86800765991211,0.05046796798706055,0.0002529621124267578,0.0385432243347168,0.03994607925415039,2.2387478351593018,0.8602280616760254
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-25,0.231266,1222.603,13.04683,0.009313,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,12.95559398512059,12.882876005985226,12.868879179416874,13.000279426574707,13.000295639038086,0.05070018768310547,0.00026702880859375,0.012679100036621094,0.02274322509765625,1.380422830581665,0.5244731903076172
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.183519,1323.785,57.74857,0.007412,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,57.20044600503059,56.78358551595711,56.78214330102136,57.14072799682617,57.14064407348633,0.05317497253417969,0.0002741813659667969,0.03952479362487793,0.0348660945892334,1.4295241832733154,0.5645370483398438
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-80,0.178526,1333.819,65.13285,0.007954,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,64.85023754181157,64.15757615656999,64.13409449367822,64.49060821533203,64.49057006835938,0.054126739501953125,0.0002548694610595703,0.0419619083404541,0.0404510498046875,1.4526429176330566,0.558941125869751
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-85,0.173197,1345.028,74.02563,0.009169,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,73.59380629938502,73.27968436281058,73.28919005227604,73.43266296386719,73.43256378173828,0.05357623100280762,0.0003840923309326172,0.05124807357788086,0.038038015365600586,2.3555121421813965,0.8690512180328369
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-90,0.167463,1358.673,85.67927,0.010398,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,85.49599240420982,85.35842746214078,85.36161537613526,85.15926361083984,85.15926361083984,0.05426192283630371,0.00030493736267089844,0.0501861572265625,0.04057168960571289,2.8032450675964355,1.056966781616211
