secid,date,cp_flag,index_flag,days,cusip,ticker,sic,exchange_d,class,issue_type,industry_group,delta,impl_volatility,impl_strike,impl_premium,dispersion,_1_MO,_2_MO,_3_MO,_6_MO,_1_YR,_2_YR,_3_YR,_5_YR,_7_YR,_10_YR,_30_YR,close
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-10,0.263423,1163.677,4.716959,0.022462,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-15,0.253119,1188.801,7.446729,0.016266,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-30,0.232922,1237.079,16.83964,0.008233,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.222564,1260.396,24.13208,0.00728,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-25,0.238605,1223.525,13.50291,0.009192,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-45,0.217783,1270.826,28.13408,0.006738,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.213411,1280.749,32.45119,0.00635,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.209045,1290.347,37.08181,0.006148,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.204987,1299.803,42.15343,0.005572,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.201381,1309.345,47.82333,0.00523,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.227647,1249.234,20.38119,0.007656,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-20,0.245022,1207.891,10.36823,0.011525,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.19775,1319.13,54.14776,0.005416,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.194182,1329.447,61.38178,0.006966,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-80,0.191482,1341,70.22771,0.013729,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-85,0.192486,1355.945,82.86194,0.027873,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-90,0.200102,1378.646,103.5637,0.045329,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3,3.37,3.74,4.36,1277.58
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,85,0.260217,1183.444,99.50249,0.032995,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,75,0.238522,1220.628,68.20876,0.011762,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,65,0.226146,1246.512,49.09314,0.008211,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,55,0.215609,1267.972,35.24405,0.007272,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,45,0.206284,1287.223,24.71953,0.006803,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,40,0.201642,1296.457,20.3423,0.006479,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,70,0.231924,1234.343,57.77494,0.009226,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,35,0.197434,1305.703,16.49328,0.006212,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,30,0.193063,1315.078,13.06089,0.00656,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,25,0.188377,1324.761,10.00413,0.006723,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,80,0.247056,1204.397,81.37705,0.019148,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,20,0.183883,1335.243,7.323134,0.007367,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,15,0.179674,1347.266,4.989407,0.010238,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,60,0.220757,1257.623,41.67535,0.007736,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,50,0.210929,1277.776,29.65659,0.00683,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,10,0.176736,1362.864,2.996272,0.016095,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-10,0.255419,1164.538,4.559855,0.02353,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-15,0.245242,1188.978,7.192843,0.016565,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-20,0.237452,1207.464,10.01682,0.011538,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.215504,1258.323,23.29104,0.00755,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,90,0.279295,1154.103,126.1389,0.049352,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-45,0.210611,1268.414,27.11769,0.00722,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.220499,1247.519,19.67825,0.007799,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.206171,1277.989,31.2446,0.006771,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-30,0.225679,1235.746,16.26452,0.008426,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.201736,1287.228,35.66199,0.006802,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.197145,1296.256,40.39423,0.00667,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.192902,1305.28,45.63463,0.006481,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.188469,1314.417,51.39543,0.006963,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-25,0.231266,1222.603,13.04683,0.009313,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.183519,1323.785,57.74857,0.007412,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-80,0.178526,1333.819,65.13285,0.007954,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-85,0.173197,1345.028,74.02563,0.009169,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,03SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-90,0.167463,1358.673,85.67927,0.010398,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,90,0.279552,1119.479,122.4681,0.016801,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,85,0.270711,1144.709,100.1561,0.013835,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,75,0.255395,1180.638,70.58628,0.009323,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,65,0.244502,1207.183,51.3018,0.007253,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,55,0.234967,1229.608,37.12778,0.006776,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,50,0.230227,1239.97,31.29534,0.00662,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,45,0.225739,1250.009,26.15586,0.006236,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,40,0.221482,1259.91,21.60617,0.006161,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,80,0.262506,1164.373,83.57778,0.011241,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,35,0.217088,1269.81,17.53931,0.00626,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,30,0.212729,1279.924,13.92027,0.006246,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,25,0.208357,1290.517,10.70398,0.00651,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,60,0.239684,1218.745,43.73653,0.006923,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,20,0.203848,1301.959,7.854375,0.007365,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,15,0.199741,1315.182,5.367102,0.010288,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,10,0.197107,1332.436,3.233928,0.016423,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-10,0.282208,1119.307,4.903385,0.019583,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,C,1,30,64881510,SPX,9999,32768,,A,,70,0.249566,1194.643,60.08773,0.007942,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-15,0.272675,1144.724,7.786231,0.01512,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.245395,1207.464,21.33069,0.007471,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-30,0.250663,1194.88,17.59252,0.008308,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-45,0.235763,1229.938,29.5792,0.006732,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.231041,1240.33,34.12224,0.006617,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.226533,1250.403,39.03362,0.00629,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-25,0.25674,1180.815,14.10349,0.009776,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.222241,1260.34,44.39786,0.006163,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.217885,1270.294,50.26707,0.006139,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-20,0.264107,1164.483,10.84827,0.011841,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.213617,1280.488,56.82623,0.006108,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.209293,1291.174,64.27473,0.006367,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-80,0.204851,1302.749,72.97587,0.006774,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.24048,1219.053,25.31965,0.006967,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-85,0.200963,1316.225,83.94008,0.008219,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,04SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-90,0.198648,1333.943,99.48794,0.011976,1.56,1.69,1.69,1.89,2.04,2.2,2.41,2.87,3.21,3.64,4.27,1236.83
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,90,0.286728,1121.652,125.9258,0.042534,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,85,0.271044,1149.681,100.7159,0.028033,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,80,0.259153,1170.407,82.94062,0.016901,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,75,0.250787,1186.825,69.69046,0.010878,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,65,0.239132,1213.135,50.45142,0.007727,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,60,0.234019,1224.526,42.93829,0.007269,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,55,0.229023,1235.193,36.38832,0.006987,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,45,0.219723,1255.15,25.59743,0.006304,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,40,0.215276,1264.793,21.11491,0.006294,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,35,0.210826,1274.425,17.12532,0.006237,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,50,0.224203,1245.337,30.64382,0.006603,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,30,0.206494,1284.264,13.58461,0.006275,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,25,0.202089,1294.539,10.43716,0.006461,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,20,0.197706,1305.67,7.657751,0.007225,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,15,0.193743,1318.54,5.232957,0.01022,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,10,0.191193,1335.319,3.15298,0.016312,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-10,0.271079,1128.591,4.724453,0.021355,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-15,0.261227,1153.427,7.481076,0.015851,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-20,0.252793,1172.561,10.41304,0.011613,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,C,1,30,64881510,SPX,9999,32768,,A,,70,0.244556,1200.731,59.20433,0.008544,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-25,0.246076,1188.237,13.55619,0.009088,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-30,0.240547,1201.759,16.93079,0.007965,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.235439,1213.913,20.52282,0.007481,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.230545,1225.105,24.34018,0.007063,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.21683,1255.282,37.45705,0.006179,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.221145,1245.597,32.74547,0.006399,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.212448,1264.802,42.5454,0.00631,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.207941,1274.297,48.08439,0.006352,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.203492,1283.979,54.2508,0.006487,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
108105,05SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.198804,1294.033,61.17367,0.006908,1.53,1.68,1.68,1.9,2.07,2.23,2.44,2.91,3.24,3.66,4.27,1242.31
